transaction_id,customer_id,account_id,amount,merchant,transaction_type,country,device_id,transaction_time,high_amount_flag,transaction_hour,night_transaction_flag,transaction_month,international_transaction_flag
16918,58,1086,76717.64,Uber,ATM WITHDRAWAL,India,ATM,2026-05-04T17:38:50.000+05:30,YES,17,NO,5,NO
17068,14,1016,26134.93,Nike,UPI,Germany,Laptop,2026-04-30T20:17:50.000+05:30,NO,20,NO,4,YES
18096,19,1034,49038.23,Zomato,NET BANKING,India,Tablet,2026-04-27T04:30:33.000+05:30,NO,4,YES,4,NO
18289,5,1046,89101.49,Swiggy,ATM WITHDRAWAL,Germany,Laptop,2026-05-12T18:29:01.000+05:30,YES,18,NO,5,YES
10069,14,1196,83753.54,Amazon,UPI,India,Tablet,2026-04-27T15:27:56.000+05:30,YES,15,NO,4,NO
10116,56,1181,61759.0,Swiggy,UPI,UK,ATM,2026-05-07T12:38:11.000+05:30,YES,12,NO,5,YES
10770,69,1042,95530.15,Uber,ATM WITHDRAWAL,UK,Tablet,2026-04-29T20:46:26.000+05:30,YES,20,NO,4,YES
11144,74,1009,95371.93,Nike,NET BANKING,India,Laptop,2026-04-24T17:40:50.000+05:30,YES,17,NO,4,NO
11434,12,1081,67337.37,Apple Store,UPI,UK,Tablet,2026-04-28T09:12:52.000+05:30,YES,9,NO,4,YES
11658,60,1080,83189.98,Uber,CARD,India,Tablet,2026-04-25T23:46:09.000+05:30,YES,23,NO,4,NO
11755,3,1060,71175.11,Netflix,UPI,USA,Laptop,2026-05-09T06:47:01.000+05:30,YES,6,NO,5,YES
11808,28,1061,78261.04,Nike,NET BANKING,India,ATM,2026-05-14T12:28:13.000+05:30,YES,12,NO,5,NO
12031,89,1184,72334.77,Apple Store,ATM WITHDRAWAL,Germany,Mobile,2026-05-06T16:21:10.000+05:30,YES,16,NO,5,YES
12266,72,1134,66694.82,Apple Store,UPI,Germany,ATM,2026-04-19T21:26:31.000+05:30,YES,21,NO,4,YES
12316,12,1151,69673.02,Swiggy,CARD,Germany,ATM,2026-05-03T20:52:01.000+05:30,YES,20,NO,5,YES
12352,25,1151,69219.42,Swiggy,NET BANKING,Singapore,Laptop,2026-04-28T07:25:30.000+05:30,YES,7,NO,4,YES
12359,91,1197,93573.34,Amazon,UPI,USA,Tablet,2026-04-28T04:05:44.000+05:30,YES,4,YES,4,YES
12367,30,1182,73987.5,Zomato,UPI,USA,ATM,2026-05-05T02:42:31.000+05:30,YES,2,YES,5,YES
12449,83,1013,17944.84,Apple Store,ATM WITHDRAWAL,Singapore,Tablet,2026-04-29T06:45:21.000+05:30,NO,6,NO,4,YES
12789,19,1049,83513.76,Nike,UPI,UK,ATM,2026-05-10T13:57:27.000+05:30,YES,13,NO,5,YES
12841,61,1153,80598.19,Netflix,UPI,UK,Laptop,2026-05-13T13:56:44.000+05:30,YES,13,NO,5,YES
12890,87,1131,56647.94,Flipkart,CARD,India,Laptop,2026-05-02T12:03:37.000+05:30,YES,12,NO,5,NO
12963,84,1129,25711.25,Flipkart,CARD,Germany,ATM,2026-05-05T13:21:18.000+05:30,NO,13,NO,5,YES
13236,36,1101,35667.26,Apple Store,ATM WITHDRAWAL,UK,Tablet,2026-04-19T02:42:42.000+05:30,NO,2,YES,4,YES
13679,42,1188,8341.64,Petrol Pump,CARD,Germany,Laptop,2026-05-18T02:38:50.000+05:30,NO,2,YES,5,YES
13953,12,1073,50551.96,Apple Store,UPI,Singapore,Mobile,2026-04-26T20:59:30.000+05:30,YES,20,NO,4,YES
14062,100,1007,696.75,Flipkart,UPI,USA,Laptop,2026-04-22T05:07:56.000+05:30,NO,5,YES,4,YES
14084,4,1146,57019.76,Walmart,CARD,UK,Laptop,2026-05-11T20:52:03.000+05:30,YES,20,NO,5,YES
14431,72,1102,57904.26,Flipkart,UPI,Singapore,Mobile,2026-05-08T23:32:08.000+05:30,YES,23,NO,5,YES
15231,75,1133,54601.54,Uber,UPI,India,Mobile,2026-04-28T16:57:21.000+05:30,YES,16,NO,4,NO
15341,59,1078,9583.71,Apple Store,NET BANKING,USA,Laptop,2026-04-21T00:09:20.000+05:30,NO,0,YES,4,YES
16077,82,1144,83200.46,Netflix,NET BANKING,Germany,Laptop,2026-05-14T06:02:40.000+05:30,YES,6,NO,5,YES
16185,54,1064,625.25,Petrol Pump,CARD,Germany,Tablet,2026-05-13T05:52:03.000+05:30,NO,5,YES,5,YES
16491,29,1041,19273.07,Petrol Pump,UPI,Singapore,Tablet,2026-04-18T22:59:13.000+05:30,NO,22,NO,4,YES
17134,77,1048,4742.19,Nike,NET BANKING,UK,Tablet,2026-05-07T14:09:35.000+05:30,NO,14,NO,5,YES
17220,38,1089,5863.23,Flipkart,ATM WITHDRAWAL,UK,ATM,2026-05-08T09:41:25.000+05:30,NO,9,NO,5,YES
17798,25,1163,3480.5,Walmart,ATM WITHDRAWAL,Singapore,Mobile,2026-05-06T16:54:16.000+05:30,NO,16,NO,5,YES
17876,43,1198,61546.83,Petrol Pump,ATM WITHDRAWAL,UK,Laptop,2026-05-04T22:20:38.000+05:30,YES,22,NO,5,YES
17909,73,1195,78613.7,Amazon,NET BANKING,UK,Laptop,2026-04-20T03:53:25.000+05:30,YES,3,YES,4,YES
17972,31,1103,84013.29,Petrol Pump,CARD,Germany,Mobile,2026-04-29T19:24:08.000+05:30,YES,19,NO,4,YES
18016,87,1051,54265.28,Uber,UPI,India,Tablet,2026-04-25T22:11:16.000+05:30,YES,22,NO,4,NO
18074,47,1167,31381.5,Flipkart,NET BANKING,Germany,Tablet,2026-05-13T18:18:39.000+05:30,NO,18,NO,5,YES
18292,86,1061,46123.77,Amazon,CARD,UK,Mobile,2026-05-13T13:43:01.000+05:30,NO,13,NO,5,YES
19297,17,1094,79667.26,Nike,UPI,USA,Laptop,2026-04-25T14:54:49.000+05:30,YES,14,NO,4,YES
19740,49,1074,21081.58,Uber,UPI,USA,ATM,2026-04-27T09:20:47.000+05:30,NO,9,NO,4,YES
10065,80,1143,61632.39,Walmart,ATM WITHDRAWAL,USA,ATM,2026-05-01T13:41:25.000+05:30,YES,13,NO,5,YES
10173,55,1087,20454.65,Flipkart,UPI,Germany,Tablet,2026-05-18T08:08:02.000+05:30,NO,8,NO,5,YES
10318,47,1024,139.4,Netflix,CARD,Germany,Laptop,2026-05-10T14:48:06.000+05:30,NO,14,NO,5,YES
10352,70,1001,79421.81,Uber,NET BANKING,Germany,Tablet,2026-04-20T13:32:15.000+05:30,YES,13,NO,4,YES
10621,66,1012,68228.09,Nike,CARD,India,Tablet,2026-05-12T07:48:38.000+05:30,YES,7,NO,5,NO
10947,98,1117,80153.86,Petrol Pump,ATM WITHDRAWAL,India,Mobile,2026-04-26T07:04:31.000+05:30,YES,7,NO,4,NO
10968,88,1159,42785.27,Swiggy,UPI,Germany,Laptop,2026-04-27T03:06:38.000+05:30,NO,3,YES,4,YES
11107,85,1093,8206.84,Walmart,NET BANKING,USA,ATM,2026-05-08T21:38:13.000+05:30,NO,21,NO,5,YES
11330,49,1163,20667.46,Walmart,ATM WITHDRAWAL,UK,Tablet,2026-05-12T08:56:57.000+05:30,NO,8,NO,5,YES
11376,32,1079,78337.04,Zomato,ATM WITHDRAWAL,UK,Laptop,2026-05-07T19:00:51.000+05:30,YES,19,NO,5,YES
11516,70,1122,20473.8,Uber,UPI,USA,Tablet,2026-05-04T02:45:35.000+05:30,NO,2,YES,5,YES
11788,81,1043,77379.23,Uber,UPI,Singapore,ATM,2026-05-03T16:43:48.000+05:30,YES,16,NO,5,YES
12013,98,1048,19321.2,Amazon,ATM WITHDRAWAL,USA,Mobile,2026-05-01T03:50:37.000+05:30,NO,3,YES,5,YES
12203,1,1104,70199.23,Flipkart,ATM WITHDRAWAL,Germany,ATM,2026-05-01T19:35:45.000+05:30,YES,19,NO,5,YES
12489,44,1143,35039.3,Netflix,CARD,USA,ATM,2026-05-12T17:06:53.000+05:30,NO,17,NO,5,YES
12765,17,1131,55089.16,Petrol Pump,NET BANKING,India,Tablet,2026-05-02T08:46:56.000+05:30,YES,8,NO,5,NO
12795,84,1037,13465.94,Amazon,CARD,UK,Tablet,2026-04-27T07:02:26.000+05:30,NO,7,NO,4,YES
13791,16,1070,81821.97,Petrol Pump,NET BANKING,India,ATM,2026-05-16T02:07:14.000+05:30,YES,2,YES,5,NO
13830,94,1094,56524.17,Flipkart,ATM WITHDRAWAL,Germany,ATM,2026-04-27T17:00:20.000+05:30,YES,17,NO,4,YES
13838,48,1001,66598.6,Amazon,ATM WITHDRAWAL,USA,Mobile,2026-05-10T21:50:12.000+05:30,YES,21,NO,5,YES
13934,31,1163,84691.26,Apple Store,UPI,Germany,ATM,2026-05-02T05:56:09.000+05:30,YES,5,YES,5,YES
14190,79,1143,21494.04,Uber,ATM WITHDRAWAL,Singapore,Mobile,2026-04-18T23:29:09.000+05:30,NO,23,NO,4,YES
14489,10,1085,63628.37,Petrol Pump,NET BANKING,USA,ATM,2026-05-05T08:20:49.000+05:30,YES,8,NO,5,YES
14748,59,1121,69005.52,Flipkart,CARD,India,Tablet,2026-05-06T04:52:59.000+05:30,YES,4,YES,5,NO
15500,53,1126,30039.8,Uber,ATM WITHDRAWAL,USA,Laptop,2026-04-26T15:24:37.000+05:30,NO,15,NO,4,YES
16139,47,1086,77646.32,Uber,NET BANKING,Germany,Laptop,2026-04-19T00:53:37.000+05:30,YES,0,YES,4,YES
16719,73,1145,43057.38,Petrol Pump,CARD,UK,ATM,2026-05-07T01:51:22.000+05:30,NO,1,YES,5,YES
16755,27,1036,94109.67,Swiggy,NET BANKING,India,ATM,2026-05-06T00:41:56.000+05:30,YES,0,YES,5,NO
16784,8,1169,50464.7,Zomato,NET BANKING,USA,Tablet,2026-05-10T22:15:15.000+05:30,YES,22,NO,5,YES
17207,48,1153,51170.62,Petrol Pump,ATM WITHDRAWAL,Germany,Laptop,2026-04-28T02:08:42.000+05:30,YES,2,YES,4,YES
17480,46,1055,77876.15,Flipkart,UPI,Singapore,Laptop,2026-05-03T11:46:35.000+05:30,YES,11,NO,5,YES
18114,81,1086,43979.29,Flipkart,UPI,Germany,Laptop,2026-05-13T05:26:40.000+05:30,NO,5,YES,5,YES
18134,27,1198,48591.6,Netflix,NET BANKING,UK,ATM,2026-04-23T21:12:56.000+05:30,NO,21,NO,4,YES
18349,41,1102,70055.88,Flipkart,NET BANKING,UK,Laptop,2026-04-26T21:07:45.000+05:30,YES,21,NO,4,YES
18694,38,1194,41122.62,Flipkart,CARD,UK,Laptop,2026-04-19T04:19:20.000+05:30,NO,4,YES,4,YES
19269,99,1073,25193.78,Swiggy,CARD,Singapore,ATM,2026-05-08T13:24:58.000+05:30,NO,13,NO,5,YES
19696,82,1175,45772.85,Zomato,NET BANKING,USA,Tablet,2026-05-08T00:08:42.000+05:30,NO,0,YES,5,YES
19738,45,1165,54379.19,Apple Store,ATM WITHDRAWAL,India,Laptop,2026-05-16T05:08:20.000+05:30,YES,5,YES,5,NO
19953,61,1026,79022.84,Netflix,CARD,Germany,Laptop,2026-05-07T23:27:54.000+05:30,YES,23,NO,5,YES
10042,3,1164,65950.24,Uber,CARD,UK,ATM,2026-05-09T22:04:09.000+05:30,YES,22,NO,5,YES
10055,46,1004,65537.83,Flipkart,CARD,Germany,Tablet,2026-05-12T21:45:02.000+05:30,YES,21,NO,5,YES
10236,1,1053,14873.54,Apple Store,CARD,India,Laptop,2026-05-14T02:20:39.000+05:30,NO,2,YES,5,NO
10619,27,1011,35786.43,Swiggy,ATM WITHDRAWAL,Singapore,Tablet,2026-04-18T21:18:12.000+05:30,NO,21,NO,4,YES
11203,21,1014,26071.93,Zomato,UPI,Germany,Mobile,2026-04-23T16:59:08.000+05:30,NO,16,NO,4,YES
11269,53,1013,71334.82,Uber,UPI,Singapore,Laptop,2026-04-21T05:22:09.000+05:30,YES,5,YES,4,YES
11958,62,1083,35914.27,Petrol Pump,ATM WITHDRAWAL,Germany,Mobile,2026-04-22T21:13:28.000+05:30,NO,21,NO,4,YES
11994,65,1172,11464.48,Swiggy,NET BANKING,Germany,ATM,2026-04-22T13:41:49.000+05:30,NO,13,NO,4,YES
12023,55,1037,98904.01,Swiggy,UPI,USA,ATM,2026-05-05T07:36:39.000+05:30,YES,7,NO,5,YES
12103,1,1011,87811.8,Flipkart,UPI,USA,ATM,2026-05-03T21:17:57.000+05:30,YES,21,NO,5,YES
12208,83,1180,80816.69,Netflix,CARD,Singapore,Tablet,2026-04-24T10:45:06.000+05:30,YES,10,NO,4,YES
12262,79,1108,98374.89,Nike,NET BANKING,India,Mobile,2026-04-29T22:43:02.000+05:30,YES,22,NO,4,NO
12728,99,1033,83162.73,Swiggy,ATM WITHDRAWAL,Singapore,ATM,2026-05-02T16:08:50.000+05:30,YES,16,NO,5,YES
12951,92,1142,70788.83,Flipkart,UPI,Germany,Laptop,2026-05-18T11:40:09.000+05:30,YES,11,NO,5,YES
13217,20,1034,97371.94,Zomato,CARD,UK,Laptop,2026-05-17T05:42:24.000+05:30,YES,5,YES,5,YES
13263,69,1182,28606.11,Amazon,CARD,Singapore,Tablet,2026-04-29T02:04:50.000+05:30,NO,2,YES,4,YES
13310,93,1186,81496.06,Zomato,ATM WITHDRAWAL,Singapore,Tablet,2026-05-03T00:33:12.000+05:30,YES,0,YES,5,YES
13783,19,1106,66427.41,Swiggy,ATM WITHDRAWAL,UK,Laptop,2026-05-09T08:18:42.000+05:30,YES,8,NO,5,YES
13886,18,1124,63706.75,Uber,NET BANKING,UK,Laptop,2026-05-15T02:50:57.000+05:30,YES,2,YES,5,YES
14255,24,1080,90861.5,Uber,CARD,Singapore,ATM,2026-04-28T04:26:26.000+05:30,YES,4,YES,4,YES
14830,56,1030,70820.68,Uber,ATM WITHDRAWAL,Germany,Laptop,2026-04-18T22:18:28.000+05:30,YES,22,NO,4,YES
15575,23,1177,24373.36,Swiggy,CARD,UK,ATM,2026-05-04T22:43:41.000+05:30,NO,22,NO,5,YES
16004,64,1050,82594.31,Nike,NET BANKING,USA,Tablet,2026-04-30T08:48:06.000+05:30,YES,8,NO,4,YES
16042,32,1165,77973.5,Netflix,UPI,Singapore,Mobile,2026-04-25T19:50:00.000+05:30,YES,19,NO,4,YES
16606,36,1121,63970.83,Nike,UPI,USA,Mobile,2026-05-10T15:58:28.000+05:30,YES,15,NO,5,YES
17130,60,1062,85667.03,Swiggy,CARD,USA,ATM,2026-04-19T16:05:07.000+05:30,YES,16,NO,4,YES
17566,13,1088,69903.43,Swiggy,UPI,UK,Tablet,2026-05-17T17:09:45.000+05:30,YES,17,NO,5,YES
17860,48,1070,57157.17,Swiggy,ATM WITHDRAWAL,UK,Laptop,2026-04-19T18:39:29.000+05:30,YES,18,NO,4,YES
18414,3,1024,33841.71,Swiggy,ATM WITHDRAWAL,Singapore,ATM,2026-05-09T01:53:11.000+05:30,NO,1,YES,5,YES
18936,52,1157,71107.98,Petrol Pump,UPI,Singapore,Laptop,2026-05-15T22:49:54.000+05:30,YES,22,NO,5,YES
19091,98,1200,41305.39,Nike,ATM WITHDRAWAL,UK,ATM,2026-04-25T20:57:53.000+05:30,NO,20,NO,4,YES
19361,31,1119,94447.25,Nike,UPI,USA,ATM,2026-05-14T08:03:49.000+05:30,YES,8,NO,5,YES
19477,19,1155,28798.29,Uber,CARD,UK,Laptop,2026-04-30T11:18:18.000+05:30,NO,11,NO,4,YES
19943,94,1097,12211.56,Nike,ATM WITHDRAWAL,Germany,Laptop,2026-05-12T04:52:49.000+05:30,NO,4,YES,5,YES
10139,12,1013,51920.55,Nike,UPI,USA,Tablet,2026-04-22T04:45:49.000+05:30,YES,4,YES,4,YES
10449,36,1135,91578.22,Nike,ATM WITHDRAWAL,Singapore,Mobile,2026-04-28T12:10:17.000+05:30,YES,12,NO,4,YES
10821,18,1004,32568.68,Netflix,CARD,UK,Mobile,2026-04-27T08:16:50.000+05:30,NO,8,NO,4,YES
10967,88,1001,63466.68,Uber,NET BANKING,USA,Tablet,2026-04-30T21:45:12.000+05:30,YES,21,NO,4,YES
11139,63,1098,17903.42,Amazon,ATM WITHDRAWAL,Germany,Tablet,2026-04-23T17:05:07.000+05:30,NO,17,NO,4,YES
11624,41,1135,41117.26,Petrol Pump,CARD,USA,Mobile,2026-05-10T18:23:19.000+05:30,NO,18,NO,5,YES
11711,47,1185,85031.4,Nike,ATM WITHDRAWAL,UK,Laptop,2026-04-26T12:55:05.000+05:30,YES,12,NO,4,YES
11782,14,1028,36982.21,Apple Store,UPI,USA,Laptop,2026-05-01T09:30:29.000+05:30,NO,9,NO,5,YES
11879,94,1125,5765.29,Walmart,NET BANKING,Germany,Laptop,2026-05-06T15:57:04.000+05:30,NO,15,NO,5,YES
12270,52,1107,96347.87,Petrol Pump,NET BANKING,Germany,Laptop,2026-05-09T18:54:23.000+05:30,YES,18,NO,5,YES
12552,49,1102,54032.29,Apple Store,NET BANKING,Germany,Tablet,2026-05-04T20:31:27.000+05:30,YES,20,NO,5,YES
12645,50,1113,37128.33,Uber,ATM WITHDRAWAL,UK,Tablet,2026-04-23T19:46:06.000+05:30,NO,19,NO,4,YES
12664,80,1099,72443.82,Flipkart,UPI,India,Tablet,2026-05-04T07:23:38.000+05:30,YES,7,NO,5,NO
12952,27,1163,47825.28,Amazon,ATM WITHDRAWAL,UK,Mobile,2026-05-03T01:13:56.000+05:30,NO,1,YES,5,YES
12979,98,1088,34830.2,Petrol Pump,ATM WITHDRAWAL,Singapore,ATM,2026-04-30T01:13:04.000+05:30,NO,1,YES,4,YES
13153,36,1048,97085.44,Walmart,CARD,USA,Tablet,2026-04-19T23:58:28.000+05:30,YES,23,NO,4,YES
13179,90,1175,18350.55,Zomato,UPI,Germany,ATM,2026-04-26T02:46:57.000+05:30,NO,2,YES,4,YES
13251,58,1088,16185.63,Walmart,CARD,India,Laptop,2026-04-30T03:07:10.000+05:30,NO,3,YES,4,NO
13602,11,1107,8892.04,Uber,ATM WITHDRAWAL,USA,ATM,2026-04-22T23:56:26.000+05:30,NO,23,NO,4,YES
13633,91,1056,98895.92,Amazon,ATM WITHDRAWAL,Singapore,Mobile,2026-05-04T18:21:03.000+05:30,YES,18,NO,5,YES
14112,82,1175,69309.03,Swiggy,ATM WITHDRAWAL,India,ATM,2026-04-24T05:49:17.000+05:30,YES,5,YES,4,NO
14177,31,1129,31228.64,Petrol Pump,NET BANKING,USA,ATM,2026-05-11T17:39:58.000+05:30,NO,17,NO,5,YES
14324,38,1128,99170.18,Amazon,CARD,Germany,Mobile,2026-04-23T13:09:06.000+05:30,YES,13,NO,4,YES
14670,87,1151,45016.33,Nike,NET BANKING,UK,Mobile,2026-04-21T02:53:44.000+05:30,NO,2,YES,4,YES
14930,29,1119,77051.2,Walmart,UPI,Germany,Tablet,2026-04-24T01:50:59.000+05:30,YES,1,YES,4,YES
15018,97,1186,27961.35,Apple Store,UPI,Germany,Laptop,2026-05-04T08:05:46.000+05:30,NO,8,NO,5,YES
15730,16,1154,68596.71,Nike,CARD,UK,ATM,2026-05-16T07:46:53.000+05:30,YES,7,NO,5,YES
16068,54,1182,8219.62,Zomato,ATM WITHDRAWAL,Singapore,ATM,2026-05-14T08:17:39.000+05:30,NO,8,NO,5,YES
16234,75,1098,49303.87,Petrol Pump,CARD,USA,Laptop,2026-05-07T06:58:14.000+05:30,NO,6,NO,5,YES
16254,22,1117,98413.18,Nike,UPI,Germany,Tablet,2026-05-07T16:02:44.000+05:30,YES,16,NO,5,YES
16291,98,1039,40324.88,Apple Store,UPI,USA,Laptop,2026-04-30T21:54:15.000+05:30,NO,21,NO,4,YES
17001,6,1173,93641.73,Amazon,CARD,UK,Tablet,2026-05-02T15:22:58.000+05:30,YES,15,NO,5,YES
17243,42,1097,93830.2,Nike,NET BANKING,India,Laptop,2026-04-25T04:49:36.000+05:30,YES,4,YES,4,NO
17320,85,1019,50852.05,Amazon,CARD,UK,Mobile,2026-05-10T18:55:18.000+05:30,YES,18,NO,5,YES
17467,83,1052,91060.58,Uber,ATM WITHDRAWAL,India,Tablet,2026-05-03T21:54:10.000+05:30,YES,21,NO,5,NO
17951,54,1131,30014.05,Nike,NET BANKING,Germany,ATM,2026-04-27T05:30:39.000+05:30,NO,5,YES,4,YES
18076,62,1087,53095.68,Swiggy,NET BANKING,USA,Laptop,2026-05-14T09:56:43.000+05:30,YES,9,NO,5,YES
18464,36,1010,73314.94,Netflix,ATM WITHDRAWAL,Singapore,ATM,2026-05-05T08:15:10.000+05:30,YES,8,NO,5,YES
18647,53,1178,314.55,Walmart,CARD,Singapore,Laptop,2026-05-05T14:33:38.000+05:30,NO,14,NO,5,YES
18720,78,1072,55178.7,Netflix,ATM WITHDRAWAL,India,ATM,2026-04-27T19:13:14.000+05:30,YES,19,NO,4,NO
19620,92,1150,27487.1,Flipkart,ATM WITHDRAWAL,Singapore,Mobile,2026-05-01T18:12:00.000+05:30,NO,18,NO,5,YES
19838,87,1096,73371.08,Netflix,NET BANKING,India,Tablet,2026-05-05T06:05:35.000+05:30,YES,6,NO,5,NO
19995,24,1179,91181.23,Flipkart,NET BANKING,USA,Tablet,2026-04-28T04:57:58.000+05:30,YES,4,YES,4,YES
10167,47,1064,93571.4,Amazon,UPI,Germany,Laptop,2026-04-29T17:57:26.000+05:30,YES,17,NO,4,YES
10608,90,1116,98642.57,Walmart,NET BANKING,Singapore,Mobile,2026-04-22T15:14:09.000+05:30,YES,15,NO,4,YES
10679,38,1070,46731.44,Flipkart,UPI,Germany,Mobile,2026-04-24T23:22:40.000+05:30,NO,23,NO,4,YES
10700,62,1061,28566.96,Swiggy,ATM WITHDRAWAL,UK,ATM,2026-04-23T22:52:58.000+05:30,NO,22,NO,4,YES
10818,20,1014,97795.87,Swiggy,UPI,India,Mobile,2026-04-24T20:50:07.000+05:30,YES,20,NO,4,NO
10918,11,1064,33828.71,Amazon,NET BANKING,Singapore,ATM,2026-05-03T23:44:08.000+05:30,NO,23,NO,5,YES
11436,38,1131,92323.52,Netflix,ATM WITHDRAWAL,India,ATM,2026-05-18T01:18:29.000+05:30,YES,1,YES,5,NO
11630,3,1166,14515.08,Walmart,UPI,UK,Laptop,2026-04-28T04:44:41.000+05:30,NO,4,YES,4,YES
11733,84,1094,92986.51,Nike,UPI,Singapore,Tablet,2026-05-04T04:05:10.000+05:30,YES,4,YES,5,YES
11832,98,1119,35320.8,Walmart,ATM WITHDRAWAL,Germany,Tablet,2026-04-29T10:07:10.000+05:30,NO,10,NO,4,YES
11845,11,1094,38616.33,Netflix,ATM WITHDRAWAL,Singapore,Laptop,2026-05-18T00:09:23.000+05:30,NO,0,YES,5,YES
11941,23,1097,73345.45,Nike,NET BANKING,USA,Tablet,2026-04-18T22:56:26.000+05:30,YES,22,NO,4,YES
11942,64,1037,59612.66,Apple Store,ATM WITHDRAWAL,UK,ATM,2026-05-17T11:51:01.000+05:30,YES,11,NO,5,YES
12055,96,1056,46717.85,Petrol Pump,ATM WITHDRAWAL,USA,Mobile,2026-05-04T04:19:52.000+05:30,NO,4,YES,5,YES
12839,23,1100,62046.11,Walmart,CARD,Germany,Tablet,2026-05-11T14:57:01.000+05:30,YES,14,NO,5,YES
13727,100,1069,57440.9,Uber,UPI,Germany,Mobile,2026-05-13T12:57:27.000+05:30,YES,12,NO,5,YES
13821,35,1061,88273.79,Nike,ATM WITHDRAWAL,USA,ATM,2026-05-04T17:51:20.000+05:30,YES,17,NO,5,YES
13901,16,1173,25031.36,Petrol Pump,CARD,Singapore,Laptop,2026-05-14T17:07:03.000+05:30,NO,17,NO,5,YES
14049,57,1168,97422.46,Netflix,UPI,Germany,ATM,2026-05-12T01:33:06.000+05:30,YES,1,YES,5,YES
14842,87,1159,67699.77,Flipkart,ATM WITHDRAWAL,India,ATM,2026-05-09T15:18:34.000+05:30,YES,15,NO,5,NO
14853,59,1038,88847.21,Petrol Pump,ATM WITHDRAWAL,Germany,Laptop,2026-04-26T02:05:01.000+05:30,YES,2,YES,4,YES
15168,14,1183,4044.51,Amazon,UPI,Singapore,ATM,2026-05-03T14:18:28.000+05:30,NO,14,NO,5,YES
15352,84,1018,93815.55,Walmart,ATM WITHDRAWAL,USA,Tablet,2026-05-10T03:51:33.000+05:30,YES,3,YES,5,YES
