transaction_id,customer_id,account_id,amount,merchant,transaction_type,country,device_id,transaction_time,high_amount_flag,transaction_hour,night_transaction_flag,transaction_month,international_transaction_flag
12789,19,1049,83513.76,Nike,UPI,UK,ATM,2026-05-10T13:57:27.000+05:30,YES,13,NO,5,YES
12841,61,1153,80598.19,Netflix,UPI,UK,Laptop,2026-05-13T13:56:44.000+05:30,YES,13,NO,5,YES
13953,12,1073,50551.96,Apple Store,UPI,Singapore,Mobile,2026-04-26T20:59:30.000+05:30,YES,20,NO,4,YES
14084,4,1146,57019.76,Walmart,CARD,UK,Laptop,2026-05-11T20:52:03.000+05:30,YES,20,NO,5,YES
14431,72,1102,57904.26,Flipkart,UPI,Singapore,Mobile,2026-05-08T23:32:08.000+05:30,YES,23,NO,5,YES
16077,82,1144,83200.46,Netflix,NET BANKING,Germany,Laptop,2026-05-14T06:02:40.000+05:30,YES,6,NO,5,YES
17876,43,1198,61546.83,Petrol Pump,ATM WITHDRAWAL,UK,Laptop,2026-05-04T22:20:38.000+05:30,YES,22,NO,5,YES
17909,73,1195,78613.7,Amazon,NET BANKING,UK,Laptop,2026-04-20T03:53:25.000+05:30,YES,3,YES,4,YES
17972,31,1103,84013.29,Petrol Pump,CARD,Germany,Mobile,2026-04-29T19:24:08.000+05:30,YES,19,NO,4,YES
19297,17,1094,79667.26,Nike,UPI,USA,Laptop,2026-04-25T14:54:49.000+05:30,YES,14,NO,4,YES
10065,80,1143,61632.39,Walmart,ATM WITHDRAWAL,USA,ATM,2026-05-01T13:41:25.000+05:30,YES,13,NO,5,YES
10352,70,1001,79421.81,Uber,NET BANKING,Germany,Tablet,2026-04-20T13:32:15.000+05:30,YES,13,NO,4,YES
11376,32,1079,78337.04,Zomato,ATM WITHDRAWAL,UK,Laptop,2026-05-07T19:00:51.000+05:30,YES,19,NO,5,YES
11788,81,1043,77379.23,Uber,UPI,Singapore,ATM,2026-05-03T16:43:48.000+05:30,YES,16,NO,5,YES
12203,1,1104,70199.23,Flipkart,ATM WITHDRAWAL,Germany,ATM,2026-05-01T19:35:45.000+05:30,YES,19,NO,5,YES
13830,94,1094,56524.17,Flipkart,ATM WITHDRAWAL,Germany,ATM,2026-04-27T17:00:20.000+05:30,YES,17,NO,4,YES
13838,48,1001,66598.6,Amazon,ATM WITHDRAWAL,USA,Mobile,2026-05-10T21:50:12.000+05:30,YES,21,NO,5,YES
13934,31,1163,84691.26,Apple Store,UPI,Germany,ATM,2026-05-02T05:56:09.000+05:30,YES,5,YES,5,YES
14489,10,1085,63628.37,Petrol Pump,NET BANKING,USA,ATM,2026-05-05T08:20:49.000+05:30,YES,8,NO,5,YES
16139,47,1086,77646.32,Uber,NET BANKING,Germany,Laptop,2026-04-19T00:53:37.000+05:30,YES,0,YES,4,YES
16784,8,1169,50464.7,Zomato,NET BANKING,USA,Tablet,2026-05-10T22:15:15.000+05:30,YES,22,NO,5,YES
17207,48,1153,51170.62,Petrol Pump,ATM WITHDRAWAL,Germany,Laptop,2026-04-28T02:08:42.000+05:30,YES,2,YES,4,YES
17480,46,1055,77876.15,Flipkart,UPI,Singapore,Laptop,2026-05-03T11:46:35.000+05:30,YES,11,NO,5,YES
18349,41,1102,70055.88,Flipkart,NET BANKING,UK,Laptop,2026-04-26T21:07:45.000+05:30,YES,21,NO,4,YES
19953,61,1026,79022.84,Netflix,CARD,Germany,Laptop,2026-05-07T23:27:54.000+05:30,YES,23,NO,5,YES
10042,3,1164,65950.24,Uber,CARD,UK,ATM,2026-05-09T22:04:09.000+05:30,YES,22,NO,5,YES
10055,46,1004,65537.83,Flipkart,CARD,Germany,Tablet,2026-05-12T21:45:02.000+05:30,YES,21,NO,5,YES
11269,53,1013,71334.82,Uber,UPI,Singapore,Laptop,2026-04-21T05:22:09.000+05:30,YES,5,YES,4,YES
12023,55,1037,98904.01,Swiggy,UPI,USA,ATM,2026-05-05T07:36:39.000+05:30,YES,7,NO,5,YES
12103,1,1011,87811.8,Flipkart,UPI,USA,ATM,2026-05-03T21:17:57.000+05:30,YES,21,NO,5,YES
12208,83,1180,80816.69,Netflix,CARD,Singapore,Tablet,2026-04-24T10:45:06.000+05:30,YES,10,NO,4,YES
12728,99,1033,83162.73,Swiggy,ATM WITHDRAWAL,Singapore,ATM,2026-05-02T16:08:50.000+05:30,YES,16,NO,5,YES
12951,92,1142,70788.83,Flipkart,UPI,Germany,Laptop,2026-05-18T11:40:09.000+05:30,YES,11,NO,5,YES
13217,20,1034,97371.94,Zomato,CARD,UK,Laptop,2026-05-17T05:42:24.000+05:30,YES,5,YES,5,YES
13310,93,1186,81496.06,Zomato,ATM WITHDRAWAL,Singapore,Tablet,2026-05-03T00:33:12.000+05:30,YES,0,YES,5,YES
13783,19,1106,66427.41,Swiggy,ATM WITHDRAWAL,UK,Laptop,2026-05-09T08:18:42.000+05:30,YES,8,NO,5,YES
13886,18,1124,63706.75,Uber,NET BANKING,UK,Laptop,2026-05-15T02:50:57.000+05:30,YES,2,YES,5,YES
14255,24,1080,90861.5,Uber,CARD,Singapore,ATM,2026-04-28T04:26:26.000+05:30,YES,4,YES,4,YES
14830,56,1030,70820.68,Uber,ATM WITHDRAWAL,Germany,Laptop,2026-04-18T22:18:28.000+05:30,YES,22,NO,4,YES
16004,64,1050,82594.31,Nike,NET BANKING,USA,Tablet,2026-04-30T08:48:06.000+05:30,YES,8,NO,4,YES
16042,32,1165,77973.5,Netflix,UPI,Singapore,Mobile,2026-04-25T19:50:00.000+05:30,YES,19,NO,4,YES
16606,36,1121,63970.83,Nike,UPI,USA,Mobile,2026-05-10T15:58:28.000+05:30,YES,15,NO,5,YES
17130,60,1062,85667.03,Swiggy,CARD,USA,ATM,2026-04-19T16:05:07.000+05:30,YES,16,NO,4,YES
17566,13,1088,69903.43,Swiggy,UPI,UK,Tablet,2026-05-17T17:09:45.000+05:30,YES,17,NO,5,YES
17860,48,1070,57157.17,Swiggy,ATM WITHDRAWAL,UK,Laptop,2026-04-19T18:39:29.000+05:30,YES,18,NO,4,YES
18936,52,1157,71107.98,Petrol Pump,UPI,Singapore,Laptop,2026-05-15T22:49:54.000+05:30,YES,22,NO,5,YES
19361,31,1119,94447.25,Nike,UPI,USA,ATM,2026-05-14T08:03:49.000+05:30,YES,8,NO,5,YES
10139,12,1013,51920.55,Nike,UPI,USA,Tablet,2026-04-22T04:45:49.000+05:30,YES,4,YES,4,YES
10449,36,1135,91578.22,Nike,ATM WITHDRAWAL,Singapore,Mobile,2026-04-28T12:10:17.000+05:30,YES,12,NO,4,YES
10967,88,1001,63466.68,Uber,NET BANKING,USA,Tablet,2026-04-30T21:45:12.000+05:30,YES,21,NO,4,YES
11711,47,1185,85031.4,Nike,ATM WITHDRAWAL,UK,Laptop,2026-04-26T12:55:05.000+05:30,YES,12,NO,4,YES
12270,52,1107,96347.87,Petrol Pump,NET BANKING,Germany,Laptop,2026-05-09T18:54:23.000+05:30,YES,18,NO,5,YES
12552,49,1102,54032.29,Apple Store,NET BANKING,Germany,Tablet,2026-05-04T20:31:27.000+05:30,YES,20,NO,5,YES
13153,36,1048,97085.44,Walmart,CARD,USA,Tablet,2026-04-19T23:58:28.000+05:30,YES,23,NO,4,YES
13633,91,1056,98895.92,Amazon,ATM WITHDRAWAL,Singapore,Mobile,2026-05-04T18:21:03.000+05:30,YES,18,NO,5,YES
14324,38,1128,99170.18,Amazon,CARD,Germany,Mobile,2026-04-23T13:09:06.000+05:30,YES,13,NO,4,YES
14930,29,1119,77051.2,Walmart,UPI,Germany,Tablet,2026-04-24T01:50:59.000+05:30,YES,1,YES,4,YES
15730,16,1154,68596.71,Nike,CARD,UK,ATM,2026-05-16T07:46:53.000+05:30,YES,7,NO,5,YES
16254,22,1117,98413.18,Nike,UPI,Germany,Tablet,2026-05-07T16:02:44.000+05:30,YES,16,NO,5,YES
17001,6,1173,93641.73,Amazon,CARD,UK,Tablet,2026-05-02T15:22:58.000+05:30,YES,15,NO,5,YES
17320,85,1019,50852.05,Amazon,CARD,UK,Mobile,2026-05-10T18:55:18.000+05:30,YES,18,NO,5,YES
18076,62,1087,53095.68,Swiggy,NET BANKING,USA,Laptop,2026-05-14T09:56:43.000+05:30,YES,9,NO,5,YES
18464,36,1010,73314.94,Netflix,ATM WITHDRAWAL,Singapore,ATM,2026-05-05T08:15:10.000+05:30,YES,8,NO,5,YES
19995,24,1179,91181.23,Flipkart,NET BANKING,USA,Tablet,2026-04-28T04:57:58.000+05:30,YES,4,YES,4,YES
10167,47,1064,93571.4,Amazon,UPI,Germany,Laptop,2026-04-29T17:57:26.000+05:30,YES,17,NO,4,YES
10608,90,1116,98642.57,Walmart,NET BANKING,Singapore,Mobile,2026-04-22T15:14:09.000+05:30,YES,15,NO,4,YES
11733,84,1094,92986.51,Nike,UPI,Singapore,Tablet,2026-05-04T04:05:10.000+05:30,YES,4,YES,5,YES
11941,23,1097,73345.45,Nike,NET BANKING,USA,Tablet,2026-04-18T22:56:26.000+05:30,YES,22,NO,4,YES
11942,64,1037,59612.66,Apple Store,ATM WITHDRAWAL,UK,ATM,2026-05-17T11:51:01.000+05:30,YES,11,NO,5,YES
12839,23,1100,62046.11,Walmart,CARD,Germany,Tablet,2026-05-11T14:57:01.000+05:30,YES,14,NO,5,YES
13727,100,1069,57440.9,Uber,UPI,Germany,Mobile,2026-05-13T12:57:27.000+05:30,YES,12,NO,5,YES
13821,35,1061,88273.79,Nike,ATM WITHDRAWAL,USA,ATM,2026-05-04T17:51:20.000+05:30,YES,17,NO,5,YES
14049,57,1168,97422.46,Netflix,UPI,Germany,ATM,2026-05-12T01:33:06.000+05:30,YES,1,YES,5,YES
14853,59,1038,88847.21,Petrol Pump,ATM WITHDRAWAL,Germany,Laptop,2026-04-26T02:05:01.000+05:30,YES,2,YES,4,YES
15352,84,1018,93815.55,Walmart,ATM WITHDRAWAL,USA,Tablet,2026-05-10T03:51:33.000+05:30,YES,3,YES,5,YES
15635,42,1004,83203.41,Amazon,NET BANKING,USA,Laptop,2026-04-21T12:48:22.000+05:30,YES,12,NO,4,YES
15704,62,1187,56097.8,Swiggy,CARD,Singapore,Laptop,2026-05-12T18:06:55.000+05:30,YES,18,NO,5,YES
16674,80,1013,66734.04,Nike,CARD,Germany,ATM,2026-05-16T20:11:34.000+05:30,YES,20,NO,5,YES
17293,92,1183,61543.52,Nike,UPI,Singapore,Tablet,2026-05-05T18:37:15.000+05:30,YES,18,NO,5,YES
17508,73,1032,90183.61,Walmart,ATM WITHDRAWAL,UK,Laptop,2026-05-03T02:11:03.000+05:30,YES,2,YES,5,YES
19063,26,1095,89558.49,Nike,NET BANKING,Singapore,Tablet,2026-05-06T10:25:30.000+05:30,YES,10,NO,5,YES
19605,90,1130,56331.69,Nike,CARD,Singapore,ATM,2026-04-29T12:48:47.000+05:30,YES,12,NO,4,YES
10080,69,1149,77004.76,Zomato,NET BANKING,Singapore,Tablet,2026-05-18T09:11:20.000+05:30,YES,9,NO,5,YES
10771,8,1047,86588.4,Flipkart,UPI,Singapore,Laptop,2026-05-04T00:12:00.000+05:30,YES,0,YES,5,YES
11703,14,1008,91037.02,Petrol Pump,UPI,UK,Tablet,2026-05-12T17:52:24.000+05:30,YES,17,NO,5,YES
12401,2,1191,64221.43,Nike,CARD,UK,ATM,2026-04-26T17:55:19.000+05:30,YES,17,NO,4,YES
12498,11,1187,94243.0,Apple Store,CARD,Germany,Tablet,2026-04-22T13:12:42.000+05:30,YES,13,NO,4,YES
13059,51,1058,67622.35,Apple Store,UPI,UK,Tablet,2026-05-05T22:57:11.000+05:30,YES,22,NO,5,YES
13209,17,1040,55429.96,Zomato,UPI,UK,Laptop,2026-04-30T05:36:28.000+05:30,YES,5,YES,4,YES
14245,53,1106,53530.86,Petrol Pump,CARD,USA,ATM,2026-04-19T05:08:56.000+05:30,YES,5,YES,4,YES
15832,14,1065,56821.53,Nike,UPI,Singapore,ATM,2026-05-14T01:29:49.000+05:30,YES,1,YES,5,YES
19066,63,1029,90218.95,Apple Store,NET BANKING,UK,ATM,2026-04-19T10:02:56.000+05:30,YES,10,NO,4,YES
19723,16,1072,59804.79,Swiggy,UPI,Singapore,Laptop,2026-05-09T07:07:55.000+05:30,YES,7,NO,5,YES
19909,13,1184,66983.12,Walmart,NET BANKING,Singapore,ATM,2026-04-27T05:05:26.000+05:30,YES,5,YES,4,YES
10980,40,1089,52562.32,Apple Store,CARD,Singapore,Laptop,2026-04-27T02:20:50.000+05:30,YES,2,YES,4,YES
11753,67,1134,51790.4,Petrol Pump,NET BANKING,USA,Tablet,2026-05-09T20:25:03.000+05:30,YES,20,NO,5,YES
11779,55,1117,99674.75,Flipkart,UPI,Singapore,Mobile,2026-05-01T07:27:40.000+05:30,YES,7,NO,5,YES
14509,54,1184,67850.23,Flipkart,CARD,USA,ATM,2026-04-19T23:58:59.000+05:30,YES,23,NO,4,YES
16040,30,1002,93851.12,Nike,UPI,UK,Tablet,2026-05-06T20:15:15.000+05:30,YES,20,NO,5,YES
16679,90,1171,61805.17,Walmart,CARD,Singapore,Tablet,2026-05-15T17:34:36.000+05:30,YES,17,NO,5,YES
17610,17,1198,50573.17,Petrol Pump,NET BANKING,Germany,Laptop,2026-04-25T14:16:15.000+05:30,YES,14,NO,4,YES
18528,75,1015,97959.88,Nike,ATM WITHDRAWAL,Singapore,Laptop,2026-04-28T16:21:56.000+05:30,YES,16,NO,4,YES
19001,86,1083,58836.84,Petrol Pump,NET BANKING,USA,Laptop,2026-04-19T07:16:01.000+05:30,YES,7,NO,4,YES
19350,76,1037,96311.36,Amazon,ATM WITHDRAWAL,Singapore,ATM,2026-05-15T03:44:48.000+05:30,YES,3,YES,5,YES
19687,25,1105,80886.39,Uber,ATM WITHDRAWAL,USA,ATM,2026-04-22T23:41:08.000+05:30,YES,23,NO,4,YES
19767,3,1010,82963.81,Amazon,ATM WITHDRAWAL,Germany,Tablet,2026-04-27T07:21:55.000+05:30,YES,7,NO,4,YES
10086,38,1127,64538.64,Amazon,ATM WITHDRAWAL,UK,Tablet,2026-04-24T08:55:27.000+05:30,YES,8,NO,4,YES
10137,12,1108,59445.23,Apple Store,UPI,Singapore,ATM,2026-04-28T08:39:35.000+05:30,YES,8,NO,4,YES
10525,88,1053,77922.22,Walmart,NET BANKING,Germany,Laptop,2026-04-27T17:10:39.000+05:30,YES,17,NO,4,YES
11573,44,1149,78306.68,Swiggy,UPI,UK,Mobile,2026-04-28T21:20:56.000+05:30,YES,21,NO,4,YES
12282,20,1053,65370.45,Uber,CARD,Singapore,Tablet,2026-05-14T09:32:42.000+05:30,YES,9,NO,5,YES
12360,29,1048,93207.21,Petrol Pump,UPI,USA,Tablet,2026-05-06T00:12:15.000+05:30,YES,0,YES,5,YES
12619,84,1120,68649.46,Flipkart,UPI,Singapore,Tablet,2026-05-04T20:21:56.000+05:30,YES,20,NO,5,YES
12622,85,1127,83639.83,Walmart,CARD,Germany,Tablet,2026-05-18T08:54:16.000+05:30,YES,8,NO,5,YES
12829,5,1171,70935.75,Uber,ATM WITHDRAWAL,Germany,Laptop,2026-05-12T05:56:06.000+05:30,YES,5,YES,5,YES
13929,84,1045,62410.27,Walmart,CARD,Singapore,Laptop,2026-05-01T10:01:35.000+05:30,YES,10,NO,5,YES
14012,41,1176,64758.75,Flipkart,CARD,Germany,Tablet,2026-04-29T03:45:12.000+05:30,YES,3,YES,4,YES
14744,49,1012,60787.3,Swiggy,UPI,UK,ATM,2026-04-20T00:40:56.000+05:30,YES,0,YES,4,YES
15058,76,1103,75608.75,Netflix,NET BANKING,Germany,Mobile,2026-05-10T13:20:59.000+05:30,YES,13,NO,5,YES
15626,8,1167,97919.46,Netflix,NET BANKING,Germany,Mobile,2026-04-22T14:50:04.000+05:30,YES,14,NO,4,YES
16895,36,1085,79436.31,Walmart,CARD,Germany,Laptop,2026-04-25T14:15:47.000+05:30,YES,14,NO,4,YES
16904,11,1074,60390.32,Netflix,CARD,UK,Mobile,2026-05-13T19:56:37.000+05:30,YES,19,NO,5,YES
17226,80,1040,77704.95,Zomato,UPI,Germany,Tablet,2026-05-13T04:14:08.000+05:30,YES,4,YES,5,YES
17425,27,1087,52497.62,Swiggy,NET BANKING,USA,Tablet,2026-05-15T01:56:50.000+05:30,YES,1,YES,5,YES
18318,3,1073,56945.05,Flipkart,UPI,USA,ATM,2026-04-22T07:16:48.000+05:30,YES,7,NO,4,YES
18692,73,1032,53874.06,Petrol Pump,UPI,Germany,Laptop,2026-04-22T19:44:40.000+05:30,YES,19,NO,4,YES
19643,63,1144,97006.92,Nike,ATM WITHDRAWAL,Germany,Tablet,2026-05-03T19:03:29.000+05:30,YES,19,NO,5,YES
10286,79,1156,56536.75,Zomato,CARD,Singapore,ATM,2026-05-11T06:43:45.000+05:30,YES,6,NO,5,YES
10760,90,1077,59779.78,Amazon,CARD,Singapore,ATM,2026-05-05T05:01:50.000+05:30,YES,5,YES,5,YES
11149,33,1108,65614.87,Walmart,NET BANKING,UK,Tablet,2026-05-11T23:59:27.000+05:30,YES,23,NO,5,YES
12609,3,1088,54390.27,Walmart,ATM WITHDRAWAL,USA,Mobile,2026-05-17T06:32:01.000+05:30,YES,6,NO,5,YES
13496,89,1077,91791.4,Uber,UPI,UK,Laptop,2026-04-29T07:59:53.000+05:30,YES,7,NO,4,YES
15094,15,1001,93768.69,Petrol Pump,CARD,USA,ATM,2026-04-23T13:03:18.000+05:30,YES,13,NO,4,YES
15243,15,1106,75819.6,Flipkart,ATM WITHDRAWAL,Singapore,ATM,2026-04-29T05:14:46.000+05:30,YES,5,YES,4,YES
15809,34,1024,85747.88,Uber,CARD,Germany,Tablet,2026-05-06T18:59:03.000+05:30,YES,18,NO,5,YES
16081,13,1187,70955.67,Swiggy,NET BANKING,Germany,Tablet,2026-05-17T18:16:44.000+05:30,YES,18,NO,5,YES
16304,14,1192,72611.71,Zomato,CARD,Germany,ATM,2026-05-06T12:45:52.000+05:30,YES,12,NO,5,YES
17896,46,1178,89818.82,Apple Store,UPI,Germany,Tablet,2026-05-11T13:24:41.000+05:30,YES,13,NO,5,YES
18088,54,1195,71692.64,Netflix,ATM WITHDRAWAL,USA,ATM,2026-05-14T05:44:19.000+05:30,YES,5,YES,5,YES
18614,82,1040,52075.56,Swiggy,UPI,USA,Mobile,2026-05-10T01:22:31.000+05:30,YES,1,YES,5,YES
19760,44,1031,60841.4,Nike,NET BANKING,Germany,Mobile,2026-05-02T11:30:09.000+05:30,YES,11,NO,5,YES
10054,88,1001,75762.85,Amazon,ATM WITHDRAWAL,Germany,Tablet,2026-05-09T17:56:13.000+05:30,YES,17,NO,5,YES
10628,3,1062,72411.52,Swiggy,UPI,USA,Mobile,2026-05-04T04:43:54.000+05:30,YES,4,YES,5,YES
12222,30,1013,78429.82,Nike,CARD,UK,Tablet,2026-05-07T17:01:06.000+05:30,YES,17,NO,5,YES
13327,98,1096,87144.05,Walmart,NET BANKING,Germany,ATM,2026-04-27T01:49:33.000+05:30,YES,1,YES,4,YES
13829,46,1115,59515.57,Swiggy,ATM WITHDRAWAL,Singapore,Mobile,2026-05-09T16:47:37.000+05:30,YES,16,NO,5,YES
13932,7,1109,57306.19,Nike,NET BANKING,Germany,ATM,2026-04-25T14:45:04.000+05:30,YES,14,NO,4,YES
13987,22,1055,87430.67,Swiggy,NET BANKING,USA,Mobile,2026-05-11T23:09:11.000+05:30,YES,23,NO,5,YES
14997,47,1073,99507.81,Petrol Pump,NET BANKING,UK,Mobile,2026-04-22T09:31:31.000+05:30,YES,9,NO,4,YES
16350,8,1165,53530.52,Nike,NET BANKING,UK,Tablet,2026-05-10T19:44:51.000+05:30,YES,19,NO,5,YES
16683,35,1149,84762.47,Nike,CARD,USA,Tablet,2026-05-09T16:56:06.000+05:30,YES,16,NO,5,YES
17037,32,1186,51274.75,Amazon,UPI,UK,Tablet,2026-04-30T00:21:43.000+05:30,YES,0,YES,4,YES
17237,86,1106,83605.38,Uber,ATM WITHDRAWAL,UK,ATM,2026-04-21T12:39:57.000+05:30,YES,12,NO,4,YES
17491,21,1033,84447.51,Walmart,ATM WITHDRAWAL,USA,Laptop,2026-04-24T05:45:47.000+05:30,YES,5,YES,4,YES
18749,76,1003,78450.09,Flipkart,CARD,UK,Mobile,2026-05-07T08:10:21.000+05:30,YES,8,NO,5,YES
19218,39,1014,52229.92,Swiggy,ATM WITHDRAWAL,USA,Tablet,2026-04-25T08:03:32.000+05:30,YES,8,NO,4,YES
10126,45,1155,71208.55,Petrol Pump,ATM WITHDRAWAL,Singapore,Laptop,2026-04-18T18:46:35.000+05:30,YES,18,NO,4,YES
10435,27,1018,72889.05,Uber,ATM WITHDRAWAL,UK,Tablet,2026-05-02T10:38:26.000+05:30,YES,10,NO,5,YES
10580,81,1185,84972.99,Petrol Pump,NET BANKING,Germany,ATM,2026-04-28T09:17:46.000+05:30,YES,9,NO,4,YES
10903,76,1047,77068.74,Swiggy,UPI,Singapore,Laptop,2026-04-20T15:34:33.000+05:30,YES,15,NO,4,YES
11947,29,1006,64924.79,Flipkart,CARD,USA,Mobile,2026-05-13T18:36:09.000+05:30,YES,18,NO,5,YES
12958,52,1173,87445.75,Netflix,UPI,Singapore,Mobile,2026-05-15T05:22:45.000+05:30,YES,5,YES,5,YES
13967,78,1009,57169.01,Petrol Pump,UPI,UK,Mobile,2026-05-05T10:09:45.000+05:30,YES,10,NO,5,YES
14553,67,1081,87151.28,Nike,ATM WITHDRAWAL,Singapore,Mobile,2026-05-03T17:39:47.000+05:30,YES,17,NO,5,YES
15660,29,1150,71165.65,Nike,CARD,Singapore,Tablet,2026-05-02T06:05:56.000+05:30,YES,6,NO,5,YES
15695,67,1040,74501.21,Swiggy,UPI,USA,Tablet,2026-05-17T00:06:27.000+05:30,YES,0,YES,5,YES
17351,24,1042,85895.86,Swiggy,CARD,Singapore,Mobile,2026-04-20T07:54:56.000+05:30,YES,7,NO,4,YES
18204,99,1008,64221.57,Swiggy,CARD,Singapore,ATM,2026-05-15T02:09:31.000+05:30,YES,2,YES,5,YES
18396,29,1148,86735.95,Walmart,CARD,Singapore,Mobile,2026-05-09T02:58:59.000+05:30,YES,2,YES,5,YES
18930,49,1040,61195.01,Apple Store,ATM WITHDRAWAL,Germany,ATM,2026-05-01T08:47:18.000+05:30,YES,8,NO,5,YES
18940,72,1047,72110.34,Apple Store,CARD,UK,Tablet,2026-05-01T01:56:12.000+05:30,YES,1,YES,5,YES
12550,81,1168,79016.68,Zomato,CARD,USA,ATM,2026-04-30T20:31:36.000+05:30,YES,20,NO,4,YES
12563,21,1178,55469.45,Zomato,CARD,UK,Mobile,2026-04-26T05:58:46.000+05:30,YES,5,YES,4,YES
12910,5,1198,57750.43,Nike,NET BANKING,USA,Tablet,2026-04-21T18:42:27.000+05:30,YES,18,NO,4,YES
13093,93,1037,82337.26,Swiggy,CARD,Singapore,Laptop,2026-05-07T21:52:44.000+05:30,YES,21,NO,5,YES
14989,41,1143,74128.29,Walmart,ATM WITHDRAWAL,Singapore,ATM,2026-05-17T01:08:32.000+05:30,YES,1,YES,5,YES
15128,55,1005,50886.45,Nike,CARD,USA,ATM,2026-05-12T04:21:45.000+05:30,YES,4,YES,5,YES
17358,36,1054,59976.94,Apple Store,CARD,UK,Laptop,2026-05-15T22:40:35.000+05:30,YES,22,NO,5,YES
17791,42,1107,96149.48,Apple Store,ATM WITHDRAWAL,USA,Laptop,2026-05-02T15:53:58.000+05:30,YES,15,NO,5,YES
18436,62,1167,51876.21,Nike,ATM WITHDRAWAL,Singapore,Mobile,2026-04-28T21:05:00.000+05:30,YES,21,NO,4,YES
18742,81,1145,50216.79,Zomato,CARD,Singapore,ATM,2026-04-22T12:31:27.000+05:30,YES,12,NO,4,YES
19507,21,1019,86463.13,Swiggy,ATM WITHDRAWAL,Germany,ATM,2026-05-18T07:10:31.000+05:30,YES,7,NO,5,YES
19942,85,1112,68736.44,Petrol Pump,UPI,UK,ATM,2026-05-08T14:40:13.000+05:30,YES,14,NO,5,YES
10721,79,1086,69884.31,Uber,NET BANKING,Germany,ATM,2026-04-28T09:22:38.000+05:30,YES,9,NO,4,YES
11228,84,1044,91227.62,Walmart,NET BANKING,USA,Laptop,2026-04-27T18:32:58.000+05:30,YES,18,NO,4,YES
11487,51,1098,85818.33,Nike,NET BANKING,USA,Mobile,2026-04-29T09:52:50.000+05:30,YES,9,NO,4,YES
13057,23,1091,84371.31,Netflix,ATM WITHDRAWAL,Germany,Tablet,2026-04-24T11:26:32.000+05:30,YES,11,NO,4,YES
13255,68,1097,59752.73,Walmart,ATM WITHDRAWAL,Singapore,Tablet,2026-05-07T15:03:15.000+05:30,YES,15,NO,5,YES
